parcelid,bedroomcnt,bathroomcnt,calculatedfinishedsquarefeet,taxvaluedollarcnt,taxamount,yearbuilt,fips,transactiondate
11917650,4.0,3.0,1502.0,257446.0,3366.73,1926.0,6037.0,2017-08-11
14012730,4.0,1.5,1973.0,80102.0,1148.76,1958.0,6059.0,2017-08-08
14430658,0.0,0.0,,5346951.0,82484.04,,6059.0,2017-08-25
11830465,3.0,1.0,1308.0,219078.0,3108.41,1930.0,6037.0,2017-08-17
17165634,6.0,2.0,2526.0,94344.0,1082.46,1950.0,6111.0,2017-08-01
10811539,4.0,4.0,2806.0,708607.0,8760.58,1967.0,6037.0,2017-08-30
12048224,3.0,1.0,1260.0,466127.0,5151.64,1923.0,6037.0,2017-06-15
14010551,3.0,1.0,1934.0,382158.0,4781.2,1939.0,6059.0,2017-08-11
12811794,2.0,1.0,959.0,66488.0,1246.35,1923.0,6037.0,2017-07-21
12347492,3.0,2.0,1560.0,465101.0,5826.88,1954.0,6037.0,2017-08-31
12941764,3.0,2.0,1353.0,246816.0,3378.03,1956.0,6037.0,2017-08-09
10871677,3.0,1.0,1102.0,206623.0,2601.94,1955.0,6037.0,2017-06-01
14257065,2.0,1.5,1080.0,137444.0,1929.18,1964.0,6059.0,2017-07-25
11499751,5.0,3.0,2259.0,119245.0,1562.52,1964.0,6037.0,2017-08-17
11603473,4.0,3.0,3588.0,142693.0,2007.31,1951.0,6037.0,2017-07-05
11958628,3.0,1.0,927.0,46933.0,588.64,1910.0,6037.0,2017-08-29
12118682,4.0,2.0,2121.0,74714.0,1128.2,1924.0,6037.0,2017-08-30
11056104,3.0,3.0,1572.0,404060.0,4934.43,1961.0,6037.0,2017-05-01
11503172,4.0,3.0,3041.0,245311.0,2963.65,1949.0,6037.0,2017-05-01
11993956,3.0,2.0,1692.0,649169.0,8063.11,1923.0,6037.0,2017-05-01
11054736,4.0,2.0,1611.0,89640.0,1144.73,1956.0,6037.0,2017-05-01
11206210,2.0,2.0,1078.0,124006.0,2290.48,1985.0,6037.0,2017-05-01
12563708,3.0,2.0,1476.0,58143.0,881.04,1948.0,6037.0,2017-05-01
13857433,2.0,1.0,1387.0,280967.0,3401.88,1951.0,6059.0,2017-05-01
13839883,3.0,2.0,1426.0,364081.0,4409.28,1955.0,6059.0,2017-05-01
11206381,3.0,3.0,1732.0,174459.0,3028.09,1986.0,6037.0,2017-05-01
12482839,4.0,2.0,1622.0,300777.0,3912.97,1951.0,6037.0,2017-05-01
14054846,3.0,1.5,1122.0,199838.0,2418.9,1963.0,6059.0,2017-05-01
13989370,3.0,1.5,1125.0,84341.0,1195.28,1955.0,6059.0,2017-05-01
14482667,4.0,3.5,3137.0,600238.0,6131.32,1989.0,6059.0,2017-05-01
14286211,5.0,2.5,2531.0,122618.0,1694.88,1968.0,6059.0,2017-05-01
10924250,3.0,1.0,1448.0,352291.0,4275.09,1948.0,6037.0,2017-05-01
14174538,4.0,2.0,1560.0,311209.0,3729.48,1963.0,6059.0,2017-05-01
10885672,4.0,2.0,1344.0,85677.0,1104.82,1949.0,6037.0,2017-05-01
12484642,3.0,1.0,1122.0,444000.0,5548.73,1950.0,6037.0,2017-05-01
12739947,2.0,2.0,1445.0,529000.0,6692.25,1959.0,6037.0,2017-05-01
14472456,4.0,3.5,3259.0,901542.0,8724.3,1992.0,6059.0,2017-05-01
11513448,5.0,6.0,3540.0,8000000.0,83955.53,1953.0,6037.0,2017-05-01
13844056,3.0,1.0,1335.0,63192.0,1049.18,1950.0,6059.0,2017-05-01
14053136,4.0,2.0,1914.0,414743.0,4729.32,1963.0,6059.0,2017-05-01
14175466,3.0,4.0,3324.0,709615.0,7957.48,1998.0,6059.0,2017-05-01
12846559,4.0,3.0,2610.0,710674.0,8752.83,1995.0,6037.0,2017-05-01
13837417,2.0,1.0,987.0,357144.0,4253.64,1937.0,6059.0,2017-05-01
14280254,2.0,1.0,1114.0,524529.0,6159.04,1939.0,6059.0,2017-05-01
13842033,2.0,1.0,914.0,39917.0,789.28,1920.0,6059.0,2017-05-01
14056849,4.0,3.0,1976.0,468642.0,5369.16,1977.0,6059.0,2017-05-01
14173678,4.0,2.5,2101.0,567655.0,6772.14,2001.0,6059.0,2017-05-01
12614763,3.0,2.0,1641.0,130161.0,1666.61,1960.0,6037.0,2017-05-01
11206504,3.0,3.0,2149.0,211886.0,3441.14,1989.0,6037.0,2017-05-01
13894337,3.0,3.5,4511.0,5422228.0,57183.3,2008.0,6059.0,2017-05-01
10827194,4.0,2.0,1576.0,82375.0,1046.08,1952.0,6037.0,2017-05-01
11289836,4.0,2.0,1700.0,194600.0,3099.72,1969.0,6037.0,2017-05-01
11288389,4.0,2.0,1591.0,87378.0,1964.11,1990.0,6037.0,2017-05-01
11166665,3.0,2.0,1530.0,465989.0,6345.94,1980.0,6037.0,2017-05-01
13935796,4.0,2.5,2019.0,75126.0,1106.88,1955.0,6059.0,2017-05-01
10957128,3.0,2.0,1205.0,443008.0,4865.23,1946.0,6037.0,2017-05-01
11287385,4.0,2.0,1370.0,121927.0,2231.08,1957.0,6037.0,2017-05-01
17208785,5.0,7.5,6278.0,1389230.0,15101.52,1998.0,6111.0,2017-05-01
14100525,2.0,1.5,1142.0,192248.0,2341.24,1974.0,6059.0,2017-05-01
12792562,3.0,2.0,1692.0,240173.0,3042.5,1953.0,6037.0,2017-05-01
14224435,4.0,2.0,1909.0,551273.0,6043.06,1962.0,6059.0,2017-05-01
10867744,6.0,4.0,4105.0,397335.0,5138.06,1969.0,6037.0,2017-05-01
13909504,3.0,3.0,2323.0,426415.0,5043.06,1985.0,6059.0,2017-05-01
12462465,2.0,2.0,1766.0,203113.0,2486.26,1939.0,6037.0,2017-05-01
12265744,3.0,1.0,1493.0,304000.0,5363.37,1951.0,6037.0,2017-05-01
14185262,4.0,2.0,1767.0,554788.0,6299.18,1966.0,6059.0,2017-05-01
11033823,3.0,1.0,1014.0,329298.0,4132.95,1949.0,6037.0,2017-05-01
12460440,2.0,1.0,1268.0,309098.0,3762.96,1949.0,6037.0,2017-05-01
12752649,3.0,3.0,2020.0,120877.0,1801.99,1957.0,6037.0,2017-05-01
14217005,3.0,2.5,1398.0,501586.0,5128.66,1987.0,6059.0,2017-05-01
13973341,3.0,1.5,1463.0,47572.0,874.76,1955.0,6059.0,2017-05-01
12400532,3.0,1.0,1135.0,405844.0,4956.25,1951.0,6037.0,2017-05-01
12779665,3.0,3.0,1912.0,613000.0,7620.79,1988.0,6037.0,2017-05-01
11553985,2.0,2.0,1581.0,526237.0,6513.41,1941.0,6037.0,2017-05-01
11016174,4.0,2.0,1545.0,529000.0,6454.32,1957.0,6037.0,2017-05-01
12767272,3.0,2.0,1612.0,240155.0,3904.88,1941.0,6037.0,2017-05-01
10816453,3.0,3.0,2388.0,925806.0,11212.58,1951.0,6037.0,2017-05-01
13955211,4.0,2.0,1975.0,273372.0,3669.92,1963.0,6059.0,2017-05-01
11281518,2.0,2.0,1317.0,86578.0,1814.04,1955.0,6037.0,2017-05-01
13963357,4.0,3.5,2802.0,1074416.0,14637.34,2014.0,6059.0,2017-05-01
14195073,4.0,3.0,3099.0,921394.0,10782.16,1986.0,6059.0,2017-05-01
12760933,3.0,2.0,1436.0,386000.0,4926.37,1953.0,6037.0,2017-05-01
12760263,2.0,1.0,927.0,61223.0,1053.05,1952.0,6037.0,2017-05-01
11280307,3.0,2.0,1094.0,101143.0,1975.25,1957.0,6037.0,2017-05-01
12768887,2.0,1.0,796.0,250798.0,3397.37,1951.0,6037.0,2017-05-01
11298368,3.0,2.0,1502.0,105149.0,2037.28,1987.0,6037.0,2017-05-01
13951150,3.0,2.0,1427.0,304588.0,3878.36,1972.0,6059.0,2017-05-01
11285800,4.0,2.0,1352.0,44559.0,1320.52,1953.0,6037.0,2017-05-01
13941306,2.0,1.0,952.0,792910.0,10122.52,1966.0,6059.0,2017-05-01
12268626,3.0,1.0,1236.0,258887.0,3524.58,1910.0,6037.0,2017-05-01
11278514,4.0,2.0,1754.0,183000.0,2883.66,1980.0,6037.0,2017-05-01
11792481,2.0,1.0,981.0,430000.0,5186.7,1913.0,6037.0,2017-05-01
12756670,2.0,1.0,832.0,144102.0,2039.16,1948.0,6037.0,2017-05-01
17059646,3.0,1.5,1396.0,565000.0,6760.46,1957.0,6111.0,2017-05-01
11201145,3.0,1.0,983.0,43506.0,1407.67,1954.0,6037.0,2017-05-01
11201591,3.0,2.0,1560.0,114760.0,2263.58,1979.0,6037.0,2017-05-01
13950810,4.0,2.0,1527.0,61042.0,1193.1,1964.0,6059.0,2017-05-01
11013055,3.0,2.0,1703.0,302612.0,3847.18,1963.0,6037.0,2017-05-01
14066648,4.0,3.5,2637.0,933713.0,10429.92,2000.0,6059.0,2017-05-01
12592021,3.0,2.0,1321.0,460811.0,5789.85,1954.0,6037.0,2017-05-01
11202454,4.0,2.0,2048.0,213244.0,3183.54,2006.0,6037.0,2017-05-01
10969383,3.0,2.0,864.0,260056.0,3303.91,1947.0,6037.0,2017-05-01
12213784,2.0,1.0,992.0,20865.0,769.33,1925.0,6037.0,2017-05-01
14252582,3.0,2.5,904.0,162456.0,2079.52,1948.0,6059.0,2017-05-01
11312166,3.0,2.0,1569.0,125729.0,2317.52,1991.0,6037.0,2017-05-01
13867661,4.0,2.0,2044.0,81779.0,1156.38,1955.0,6059.0,2017-05-01
17222974,3.0,5.5,4361.0,1562700.0,17692.72,1999.0,6111.0,2017-05-01
12023868,3.0,2.0,1950.0,1218072.0,14800.5,1951.0,6037.0,2017-05-01
17294157,4.0,3.0,2846.0,269273.0,3630.68,1977.0,6111.0,2017-05-01
12473881,3.0,2.0,1214.0,473134.0,5888.55,1955.0,6037.0,2017-05-01
12252417,3.0,1.0,1083.0,55040.0,932.45,1948.0,6037.0,2017-05-01
10750812,4.0,3.0,2215.0,529990.0,6365.65,1990.0,6037.0,2017-05-01
11213714,3.0,2.0,1202.0,179483.0,3339.17,1991.0,6037.0,2017-05-01
17290244,4.0,2.5,2542.0,1090401.0,11660.16,1978.0,6111.0,2017-05-01
12836830,3.0,2.0,1464.0,246454.0,3174.63,1955.0,6037.0,2017-05-01
12480709,2.0,1.0,848.0,67166.0,1073.92,1942.0,6037.0,2017-05-01
12179610,4.0,3.0,2800.0,191531.0,2317.69,1934.0,6037.0,2017-05-01
11860038,5.0,3.0,2266.0,690000.0,8562.89,2005.0,6037.0,2017-05-01
11270112,3.0,2.0,2020.0,222638.0,3433.82,1985.0,6037.0,2017-05-01
14486421,5.0,2.5,2882.0,395169.0,3946.7,1973.0,6059.0,2017-05-01
12741391,3.0,2.0,1573.0,286985.0,3843.2,1958.0,6037.0,2017-05-01
11315088,3.0,2.0,1223.0,158313.0,2701.1,1991.0,6037.0,2017-05-01
11646891,4.0,2.0,1904.0,1656855.0,19849.65,1951.0,6037.0,2017-05-01
12082610,2.0,1.0,1104.0,44435.0,510.56,1923.0,6037.0,2017-05-01
10818262,3.0,3.0,2240.0,670065.0,8868.14,1978.0,6037.0,2017-05-01
12273512,2.0,1.0,699.0,176038.0,2533.45,1949.0,6037.0,2017-05-01
14241975,4.0,2.0,1698.0,296484.0,3337.5,1973.0,6059.0,2017-05-01
17187503,3.0,2.0,2170.0,257517.0,2846.28,1980.0,6111.0,2017-05-01
12811897,1.0,1.0,490.0,124890.0,1722.75,1951.0,6037.0,2017-05-01
17129832,6.0,3.0,2901.0,425115.0,4842.42,1997.0,6111.0,2017-05-01
12747257,2.0,1.0,1008.0,407000.0,5246.44,1950.0,6037.0,2017-05-01
17161340,6.0,2.0,2333.0,350917.0,4185.86,1997.0,6111.0,2017-05-01
14503257,3.0,2.0,1120.0,504579.0,5217.8,1976.0,6059.0,2017-05-01
11276186,4.0,3.0,1914.0,166190.0,2772.24,1997.0,6037.0,2017-05-01
10808702,3.0,1.0,1299.0,543654.0,6679.8,1952.0,6037.0,2017-05-01
13903594,4.0,3.0,2758.0,659912.0,8972.64,2005.0,6059.0,2017-05-01
13977892,4.0,3.0,1972.0,629875.0,7123.64,2002.0,6059.0,2017-05-01
13905056,3.0,2.0,1112.0,55304.0,877.82,1955.0,6059.0,2017-05-01
14227765,4.0,2.5,1704.0,280520.0,3172.52,1974.0,6059.0,2017-05-01
12464212,2.0,1.0,1680.0,856000.0,10119.9,1920.0,6037.0,2017-05-01
17051583,4.0,2.0,2151.0,1234000.0,13636.8,1975.0,6111.0,2017-05-01
11532991,2.0,2.0,1686.0,1395968.0,16760.44,2005.0,6037.0,2017-05-01
12471532,3.0,1.0,1180.0,508000.0,6211.15,1952.0,6037.0,2017-05-01
12075306,5.0,6.0,7003.0,4370651.0,47861.25,2002.0,6037.0,2017-05-01
17071003,3.0,2.0,1800.0,707681.0,7398.92,1962.0,6111.0,2017-05-01
13981009,5.0,3.0,2897.0,234513.0,2735.12,1964.0,6059.0,2017-05-01
12817483,4.0,2.0,1898.0,501583.0,5874.19,1964.0,6037.0,2017-05-01
12745547,3.0,1.0,883.0,116280.0,1871.05,1953.0,6037.0,2017-05-01
11867912,2.0,1.0,1200.0,85317.0,1283.89,1922.0,6037.0,2017-05-01
14237264,3.0,1.0,1201.0,56144.0,853.6,1954.0,6059.0,2017-05-01
11966821,2.0,1.0,800.0,480000.0,5836.52,1923.0,6037.0,2017-05-01
12190349,2.0,1.0,990.0,132080.0,1706.86,1921.0,6037.0,2017-05-01
12273036,2.0,1.0,913.0,30223.0,878.45,1916.0,6037.0,2017-05-01
11039885,3.0,2.0,1229.0,390912.0,4801.85,1954.0,6037.0,2017-05-01
14501072,3.0,2.5,2461.0,753315.0,7367.22,1997.0,6059.0,2017-05-01
11338161,4.0,4.0,3413.0,390000.0,4871.99,2007.0,6037.0,2017-05-01
17083283,3.0,2.5,2568.0,742000.0,7801.04,1973.0,6111.0,2017-05-01
12936527,3.0,3.0,1810.0,550000.0,6759.28,1954.0,6037.0,2017-05-01
14089501,4.0,2.0,2020.0,296740.0,3761.44,1964.0,6059.0,2017-05-01
14451614,2.0,1.0,1303.0,433607.0,5185.28,1949.0,6059.0,2017-05-01
12380487,2.0,2.0,1386.0,57936.0,1288.57,1952.0,6037.0,2017-05-01
14156920,5.0,4.5,3835.0,723980.0,10720.04,2002.0,6059.0,2017-05-01
11263345,3.0,2.0,1407.0,51307.0,1240.09,1972.0,6037.0,2017-05-01
13000325,3.0,3.0,1817.0,438372.0,6426.23,2003.0,6037.0,2017-05-01
12124453,4.0,1.0,1170.0,40423.0,790.24,1925.0,6037.0,2017-05-01
17172225,3.0,1.0,999.0,816420.0,9203.32,1952.0,6111.0,2017-05-01
14336636,4.0,4.5,4254.0,1618814.0,17882.32,2007.0,6059.0,2017-05-01
12896685,3.0,2.0,1511.0,424568.0,5064.2,1963.0,6037.0,2017-05-01
14336696,6.0,5.5,5400.0,2317561.0,25593.0,1994.0,6059.0,2017-05-01
14421501,3.0,3.5,5019.0,1245366.0,13267.26,1991.0,6059.0,2017-05-01
11185483,7.0,3.0,3130.0,326341.0,5021.35,2000.0,6037.0,2017-05-01
17193599,3.0,4.0,3735.0,974032.0,10689.72,2003.0,6111.0,2017-05-01
13003913,3.0,2.0,1100.0,255693.0,4000.43,1962.0,6037.0,2017-05-01
11073063,5.0,4.0,2590.0,446951.0,5509.97,1956.0,6037.0,2017-05-01
11248913,3.0,2.0,1346.0,97327.0,1253.91,1985.0,6037.0,2017-05-01
13049078,4.0,3.0,2274.0,261538.0,3403.26,1972.0,6037.0,2017-05-01
12900424,3.0,2.0,1402.0,43233.0,811.99,1953.0,6037.0,2017-05-01
11946092,2.0,2.0,1895.0,542048.0,6534.81,1950.0,6037.0,2017-05-01
11857848,4.0,3.0,2468.0,685323.0,8212.36,2005.0,6037.0,2017-05-01
11787436,0.0,1.0,740.0,188000.0,2399.69,1899.0,6037.0,2017-05-01
11108685,4.0,2.0,2263.0,294410.0,4220.2,1980.0,6037.0,2017-05-01
14376663,3.0,2.0,2149.0,74741.0,716.7,1966.0,6059.0,2017-05-01
10846097,3.0,2.0,1736.0,88794.0,1135.51,1942.0,6037.0,2017-05-01
12717246,4.0,2.0,1744.0,258581.0,3590.79,1950.0,6037.0,2017-05-01
11001320,3.0,2.0,1380.0,194007.0,2360.45,1962.0,6037.0,2017-05-01
12998502,3.0,2.0,1613.0,613000.0,8058.98,1947.0,6037.0,2017-05-01
11678883,4.0,3.0,2547.0,239615.0,3942.91,1966.0,6037.0,2017-05-01
14089018,3.0,2.0,1353.0,862962.0,9817.3,1962.0,6059.0,2017-05-01
14389080,4.0,4.0,4561.0,1752796.0,18079.16,1981.0,6059.0,2017-05-01
14044737,4.0,2.0,1606.0,848826.0,9582.38,1969.0,6059.0,2017-05-01
14000922,4.0,2.0,1633.0,565666.0,7128.16,1962.0,6059.0,2017-05-01
12413736,4.0,3.0,1934.0,737000.0,8338.72,1971.0,6037.0,2017-05-01
14388331,4.0,2.5,1940.0,569544.0,5849.98,1981.0,6059.0,2017-05-01
12731216,4.0,2.0,1994.0,549236.0,6871.02,1955.0,6037.0,2017-05-01
11381373,3.0,1.0,1196.0,198127.0,2404.92,1959.0,6037.0,2017-05-01
14342313,4.0,3.5,2737.0,943202.0,11951.56,2003.0,6059.0,2017-05-01
14156172,3.0,2.5,2059.0,583935.0,7485.98,2012.0,6059.0,2017-05-01
11757342,5.0,3.0,2626.0,92317.0,1292.36,1921.0,6037.0,2017-05-01
11667870,4.0,2.0,1972.0,1707368.0,20585.62,1973.0,6037.0,2017-05-01
12889363,2.0,2.0,913.0,133025.0,1823.27,1983.0,6037.0,2017-05-01
11391305,3.0,1.0,1275.0,219653.0,3992.8,1924.0,6037.0,2017-05-01
11392193,0.0,0.0,2276.0,101792.0,1609.95,,6037.0,2017-05-01
12504131,2.0,1.0,942.0,326191.0,4022.66,1912.0,6037.0,2017-05-01
12504405,2.0,1.0,836.0,295437.0,3645.14,1980.0,6037.0,2017-05-01
11667272,3.0,3.0,2047.0,1863960.0,22539.45,1957.0,6037.0,2017-05-01
14455986,3.0,2.0,1680.0,540921.0,5492.46,1970.0,6059.0,2017-05-01
12313206,2.0,1.0,874.0,281385.0,3723.41,1940.0,6037.0,2017-05-01
11203683,3.0,2.0,1359.0,130843.0,2441.08,1971.0,6037.0,2017-05-01
12720469,3.0,2.0,1333.0,387238.0,5001.41,1949.0,6037.0,2017-05-01
11663691,6.0,6.0,4135.0,4318177.0,51753.48,2013.0,6037.0,2017-05-01
17113418,3.0,2.0,1240.0,455000.0,4792.36,1961.0,6111.0,2017-05-01
11427902,2.0,2.0,1291.0,71419.0,1437.55,1951.0,6037.0,2017-05-01
10850922,4.0,2.0,1533.0,654836.0,7942.88,1956.0,6037.0,2017-05-01
12908998,4.0,3.0,2238.0,325341.0,4095.32,1983.0,6037.0,2017-05-01
13022762,4.0,2.0,1100.0,395000.0,4887.85,1954.0,6037.0,2017-05-01
11237179,3.0,3.0,2225.0,242000.0,5015.6,2005.0,6037.0,2017-05-01
13034824,4.0,2.0,1567.0,515000.0,6200.92,1966.0,6037.0,2017-05-01
12518552,3.0,2.0,1687.0,468104.0,5694.22,1951.0,6037.0,2017-05-01
14145168,4.0,2.0,1861.0,725000.0,8124.14,1962.0,6059.0,2017-05-01
17153405,3.0,4.0,3337.0,796324.0,14394.62,2004.0,6111.0,2017-05-01
12630934,2.0,1.0,1081.0,193998.0,2425.65,1941.0,6037.0,2017-05-01
14036322,4.0,2.0,1918.0,79646.0,1126.72,1962.0,6059.0,2017-05-01
14436387,4.0,3.0,1480.0,354585.0,6739.28,1985.0,6059.0,2017-05-01
10859517,4.0,5.0,3201.0,1708630.0,20688.55,1961.0,6037.0,2017-05-01
14365560,4.0,3.0,3249.0,483407.0,4969.64,1983.0,6059.0,2017-05-01
14363975,3.0,2.5,1488.0,579707.0,5991.9,1986.0,6059.0,2017-05-01
12319747,3.0,2.0,1456.0,150348.0,1982.84,1955.0,6037.0,2017-05-01
10780368,3.0,1.0,1122.0,395132.0,4809.79,1952.0,6037.0,2017-05-01
14148752,4.0,2.0,1627.0,226874.0,2915.58,1971.0,6059.0,2017-05-01
11484472,2.0,1.0,700.0,106916.0,1743.23,1940.0,6037.0,2017-05-01
12429914,3.0,1.0,1066.0,490000.0,6077.74,1950.0,6037.0,2017-05-01
12925936,3.0,2.0,1395.0,363459.0,4550.17,1950.0,6037.0,2017-05-01
12698066,3.0,2.0,1568.0,107020.0,1338.87,1955.0,6037.0,2017-05-01
13040361,3.0,2.0,1440.0,451786.0,5486.27,1983.0,6037.0,2017-05-01
13044658,5.0,5.0,5218.0,1168139.0,13336.29,1996.0,6037.0,2017-05-01
11260390,4.0,3.0,2348.0,201593.0,2553.06,2007.0,6037.0,2017-05-01
17151317,3.0,2.0,1310.0,336927.0,3944.38,1970.0,6111.0,2017-05-01
12155776,5.0,4.0,3064.0,945376.0,11206.16,1956.0,6037.0,2017-05-01
14111615,3.0,1.5,1426.0,211762.0,2595.1,1968.0,6059.0,2017-05-01
12701259,3.0,3.0,1802.0,122768.0,1801.68,1958.0,6037.0,2017-05-01
14033434,4.0,2.0,2239.0,126166.0,1707.7,1969.0,6059.0,2017-05-01
17241297,3.0,2.0,1465.0,650143.0,7356.2,1978.0,6111.0,2017-05-01
17151776,4.0,2.0,1950.0,105131.0,1203.52,1976.0,6111.0,2017-05-01
11111466,4.0,2.0,1624.0,267574.0,3713.98,1976.0,6037.0,2017-05-01
14349626,3.0,2.5,1489.0,652227.0,7730.2,1997.0,6059.0,2017-05-01
11684191,2.0,3.0,2419.0,5177672.0,59223.38,1957.0,6037.0,2017-05-01
11184912,3.0,2.0,1218.0,141611.0,2644.92,1993.0,6037.0,2017-05-01
14107423,4.0,2.5,1327.0,221072.0,2839.48,1964.0,6059.0,2017-05-01
11655397,4.0,4.0,2791.0,1732657.0,20966.1,1948.0,6037.0,2017-05-01
14108092,4.0,2.5,1748.0,462904.0,5528.32,1966.0,6059.0,2017-05-01
11497349,4.0,5.0,3743.0,2278000.0,25241.34,2005.0,6037.0,2017-05-01
14300226,3.0,2.0,1480.0,297965.0,3170.22,1970.0,6059.0,2017-05-01
12390789,3.0,1.0,676.0,34328.0,914.46,1947.0,6037.0,2017-05-01
14401101,3.0,1.0,973.0,354283.0,4473.68,1937.0,6059.0,2017-05-01
11670323,4.0,3.0,3314.0,2083810.0,25096.78,1959.0,6037.0,2017-05-01
11628304,3.0,3.0,2363.0,177242.0,2196.35,1929.0,6037.0,2017-05-01
14299759,4.0,2.5,2477.0,644555.0,7377.5,1989.0,6059.0,2017-05-01
10890671,2.0,2.0,884.0,276122.0,3417.67,1924.0,6037.0,2017-05-01
11094116,3.0,2.0,1284.0,409000.0,5064.09,1942.0,6037.0,2017-05-01
12864046,6.0,3.0,2375.0,610624.0,7274.21,1962.0,6037.0,2017-05-01
12863981,5.0,4.0,3035.0,625734.0,7460.77,1960.0,6037.0,2017-05-01
12956746,5.0,4.0,3971.0,750645.0,9891.19,1998.0,6037.0,2017-05-01
10851064,4.0,2.0,1533.0,712000.0,8618.1,1956.0,6037.0,2017-05-01
13089562,4.0,3.0,2131.0,804078.0,10008.31,1984.0,6037.0,2017-05-01
